 SCHEDULE FA1 (REVISI 0) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LINE , PART NO , MODEL , SPEC , PEDAL , SCREW SET , KEYBOARD , NO PART KEYBOARD , NO. URUT ,SCHEDULE (REVISI 0),,,,,,,TOTAL,GROUP KERJA, Wkt kerja ,Target Eff Direct,Jmlh Group, Jml Opr Direct , ST ,"Beban
(ST x Sch)",,,,,,,Judgment Capacity,"TAKT TIME PER MODEL
(BEBAN/TOTAL BEBAN) * WAKTU KERJA/SCH",,,,,,,"LAMA PENGERJAAN
(Takt Time x Sch)",,,,,,, WAKTU PENGERJAAN (berdasarkan Takt Time Per Model) ,,,,,,,,,,,,,,,,,,,,,Takt Time ALL Model, Takt Time Per Model , Pitch Time  ,Pitch : Takt,,,,,,,,,,,,,,,,
,,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,Sun,,Istirahat,Mon,,Istirahat,Tue,,Istirahat,Wed,,Istirahat,Thu,,Istirahat,Fri,,Istirahat,Sat,,Istirahat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,,,,,,Note:,,,,,,,,,,,,,,
,VEG9200,YDP-S35WA,Y,ZX85680,ZY86400,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,3,         -,,         -,,1,         -,         -,1,,,,,,90.06,                -  ,                -  ,                -  ,                -  ,90,                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,7,               -,               -,7:00,7:00,,7:00,7:00,,10:50,10:50,,7:00,7:00,,10:01,10:08,,7:00,7:00,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG9070,YDP-S35WH,U,ZX85680,ZY86390,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,4,         -,         -,         -,         -,14,         -,         -,14,,,,,,90.06,                -  ,                -  ,                -  ,                -  ,"1,261",                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,98,               -,               -,7:00,7:00,,7:00,7:00,,10:50,10:50,,7:00,7:00,,10:08,11:46,,7:00,7:00,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG9080,YDP-S35WH,J,ZX85680,ZY86390,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,5,34,         -,6,         -,         -,         -,         -,40,,,,,,90.06,"3,062",                -  ,540,                -  ,                -  ,                -  ,                -  ,,14.9,               -,7,               -,               -,               -,               -,507,               -,42,               -,               -,               -,               -,7:00,15:27,,7:00,7:00,,10:50,11:32,,7:00,7:00,,11:46,11:46,,7:00,7:00,,7:00,7:00,,,14.92,6.5,43.60%,,,,,,,,,,,,,,,,
,VEG9060,YDP-S35WH,B,ZX85680,ZY86390,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,6,         -,         -,28,         -,26,         -,         -,54,,,,,,90.06,                -  ,                -  ,"2,522",                -  ,"2,342",                -  ,                -  ,,               -,               -,7,               -,7,               -,               -,               -,               -,196,               -,181,               -,               -,15:27,15:27,,7:00,7:00,,11:32,14:47,,7:00,7:00,,11:46,14:47,,7:00,7:00,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG8790,YDP-S55B,CHN,ZX85680,VAT5780,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,7,         -,         -,         -,0,         -,19,         -,19,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,                -  ,"1,719",                -  ,,               -,               -,               -,               -,               -,18,               -,               -,               -,               -,               -,               -,341,               -,15:27,15:27,,7:00,7:00,,14:47,14:47,,7:00,7:00,,14:47,14:47,,7:00,12:41,,7:00,7:00,,,17.96,4.61,25.70%,,,,,,,,,,,,,,,,
,VEG9180,YDP-S35WA,J,ZX85680,ZY86400,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,8,25,5,,8,,,,38,,,,,,90.06,"2,252",450,                -  ,721,                -  ,                -  ,                -  ,,14.9,7,               -,7,               -,               -,               -,373,35,               -,56,               -,               -,               -,15:27,21:40,,7:00,7:34,,14:47,14:47,,7:00,7:55,,14:47,14:47,,12:41,12:41,,7:00,7:00,,,14.92,6.5,43.60%,,,,,,,,,,,,,,,,
,VEG8950,YDP-S35B,E,ZX85680,ZX82560,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,9,,48,,         -,,,,48,,,,,,90.06,                -  ,"4,323",                -  ,                -  ,                -  ,                -  ,                -  ,,               -,7,               -,               -,               -,               -,               -,               -,335,               -,               -,               -,               -,               -,21:40,21:40,,7:34,13:10,,14:47,14:47,,7:55,7:55,,14:47,14:47,,12:41,12:41,,7:00,7:00,,,6.98,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG9020,YDP-S35B,K,ZX85680,ZX82560,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,10,,14,,59,,,,73,,,,,,90.06,                -  ,"1,261",                -  ,"5,314",                -  ,                -  ,                -  ,,               -,7,               -,7,               -,               -,               -,               -,98,               -,412,               -,               -,               -,21:40,21:40,,13:10,14:47,,14:47,14:47,,7:55,14:47,,14:47,14:47,,12:41,12:41,,7:00,7:00,,,6.98,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8850,YDP-S55WH,E,ZX85680,VAT5790,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,11,,,,,,13,,13,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,                -  ,"1,176",                -  ,,               -,               -,               -,               -,               -,18,               -,               -,               -,               -,               -,               -,233,               -,21:40,21:40,,14:47,14:47,,14:47,14:47,,14:47,14:47,,14:47,14:47,,12:41,16:34,,7:00,7:00,,,17.96,4.61,25.70%,,,,,,,,,,,,,,,,
,VEG8880,YDP-S55WH,J,ZX85680,VAT5790,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,12,,,,,,15,,15,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,                -  ,"1,357",                -  ,,               -,               -,               -,               -,               -,18,               -,               -,               -,               -,               -,               -,269,               -,21:40,21:40,,14:47,14:47,,14:47,14:47,,14:47,14:47,,14:47,14:47,,16:34,21:04,,7:00,7:00,,,17.96,4.61,25.70%,,,,,,,,,,,,,,,,
,VEG8900,YDP-S55WH,Y,ZX85680,VAT5790,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,13,,,,,,2,,2,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,                -  ,181,                -  ,,               -,               -,               -,               -,               -,18,               -,               -,               -,               -,               -,               -,36,               -,21:40,21:40,,14:47,14:47,,14:47,14:47,,14:47,14:47,,14:47,14:47,,21:04,21:39,,7:00,7:00,,,17.96,4.61,25.70%,,,,,,,,,,,,,,,,
,VEG9020,YDP-S35B,K,ZX85680,ZX82560,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,14,,59,,,,,,59,,,,,,90.06,                -  ,"5,314",                -  ,                -  ,                -  ,                -  ,                -  ,,               -,7,               -,               -,               -,               -,               -,               -,412,               -,               -,               -,               -,               -,21:40,21:40,,14:47,21:40,,14:47,14:47,,14:47,14:47,,14:47,14:47,,21:39,21:39,,7:00,7:00,,,6.98,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG9050,YDP-S35WH,E,ZX85680,ZY86390,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,15,,,25,,,,,25,,,,,,90.06,                -  ,                -  ,"2,252",                -  ,                -  ,                -  ,                -  ,,               -,               -,7,               -,               -,               -,               -,               -,               -,175,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,14:47,17:42,,14:47,14:47,,14:47,14:47,,21:39,21:39,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG9060,YDP-S35WH,B,ZX85680,ZY86390,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,16,,,12,,,,,12,,,,,,90.06,                -  ,                -  ,"1,081",                -  ,                -  ,                -  ,                -  ,,               -,               -,7,               -,               -,               -,               -,               -,               -,84,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,17:42,19:06,,14:47,14:47,,14:47,14:47,,21:39,21:39,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG9180,YDP-S35WA,J,ZX85680,ZY86400,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,17,,,22,,,,,22,,,,,,90.06,                -  ,                -  ,"1,981",                -  ,                -  ,                -  ,                -  ,,               -,               -,7,               -,               -,               -,               -,               -,               -,154,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,19:06,21:39,,14:47,14:47,,14:47,14:47,,21:39,21:39,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG9020,YDP-S35B,K,ZX85680,ZX82560,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,18,,,,56,,,,56,,,,,,90.06,                -  ,                -  ,                -  ,"5,044",                -  ,                -  ,                -  ,,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,391,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,14:47,21:19,,14:47,14:47,,21:39,21:39,,7:00,7:00,,,6.98,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG9180,YDP-S35WA,J,ZX85680,ZY86400,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,19,,,,3,,,,3,,,,,,90.06,                -  ,                -  ,                -  ,270,                -  ,                -  ,                -  ,,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,21,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:19,21:40,,14:47,14:47,,21:39,21:39,,7:00,7:00,,,6.98,6.5,93.10%,,,,,,,,,,,,,,,,
,VEG8960,YDP-S35B,B,ZX85680,ZX82560,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,20,,,,,34,,,34,,,,,,90.06,                -  ,                -  ,                -  ,                -  ,"3,062",                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,237,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:40,21:40,,14:47,18:44,,21:39,21:39,,7:00,7:00,,,6.98,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG9000,YDP-S35B,Y,ZX85680,ZX82560,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,21,,,,,3,,,3,,,,,,90.06,                -  ,                -  ,                -  ,                -  ,270,                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,21,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:40,21:40,,18:44,19:05,,21:39,21:39,,7:00,7:00,,,6.98,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8750,YDP-S55B,E,ZX85680,VAT5780,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,22,,,,,16,,,16,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,"1,448",                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,112,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:40,21:40,,19:05,20:57,,21:39,21:39,,7:00,7:00,,,7.01,4.61,65.80%,,,,,,,,,,,,,,,,
,VEG8800,YDP-S55B,Y,ZX85680,VAT5780,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,23,,,,,1,,,1,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,90,                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,7,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:40,21:40,,20:57,21:04,,21:39,21:39,,7:00,7:00,,,7.01,4.61,65.80%,,,,,,,,,,,,,,,,
,VEG8790,YDP-S55B,CHN,ZX85680,VAT5780,GH3 GKS KEYBOARD AI-W_EB-B,ZV60160,24,,,,,5,,,5,,,,,,90.47,                -  ,                -  ,                -  ,                -  ,452,                -  ,                -  ,,               -,               -,               -,               -,7,               -,               -,               -,               -,               -,               -,35,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:40,21:40,,21:04,21:40,,21:39,21:39,,7:00,7:00,,,7.01,4.61,65.80%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:39,21:39,,21:40,21:40,,21:40,21:40,,21:39,21:39,,7:00,7:00,,,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L09 ,,,,,,,,,59,126,126,126,126,49,              -,612,,0,,,              -  ,,"5,314","11,348","11,348","11,348","11,357","4,433",                    -  , - ,,,,,,,,880,880,880,880,880,880,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHIFT,,,,,,, S3 ,,,,, S1 ,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"-5,314","-11,348","-11,348","-11,348","-11,357","-4,433",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FA1-L10 ,,,,,,,,,,,,,,,,                 -,S1/N,470,100.80%,1,2.3,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , Capacity OK ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,58.8,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
,ZM35750,CVP-701B,E,WV91250,WY67800,GH3 GKS KEYBOARD AI ONLY W KEY_ESC,ZH19730,1,         -,,4,,1,         -,         -,5,,,,,,122.79,                -  ,                -  ,491.14,                -  ,122.79,                -  ,                -  ,,               -,               -,52.5,               -,58.8,               -,               -,               -,               -,210,               -,59,               -,               -,7:00,7:00,,7:00,7:00,,7:00,10:29,,7:00,7:00,,7:00,7:58,,7:00,7:00,,7:00,7:00,,,58.75,               -  ,0.00%,,,,,,,,,,,,,,,,
,ZM35740,CVP-701B,U,WV91250,WY67800,GH3 GKS KEYBOARD AI ONLY W KEY_ESC,ZH19730,2,         -,,         -,,7,         -,         -,7,,,,,,122.79,                -  ,                -  ,                -  ,                -  ,859.5,                -  ,                -  ,,               -,               -,               -,               -,58.8,               -,               -,               -,               -,               -,               -,411,               -,               -,7:00,7:00,,7:00,7:00,,10:29,10:29,,7:00,7:00,,7:58,14:50,,7:00,7:00,,7:00,7:00,,,58.75,               -  ,0.00%,,,,,,,,,,,,,,,,
,VFM7970,CVP-905B,E,VFG9690,VAH2220,NL4MAW2 KEYBOARD AI_EB_ESC_88,VGN1320,3,         -,         -,1,4,         -,         -,         -,5,,,,,,152.21,                -  ,                -  ,152.21,608.85,                -  ,                -  ,                -  ,,               -,               -,65,65,               -,               -,               -,               -,               -,65,260,               -,               -,               -,7:00,7:00,,7:00,7:00,,10:29,11:34,,7:00,11:20,,14:50,14:50,,7:00,7:00,,7:00,7:00,,,,               -  ,- ,,,,,,,,,,,,,,,,
,VFM7990,CVP-905B,U,VFG9690,VAH2220,NL4MAW2 KEYBOARD AI_EB_ESC_88,VGN1320,4,         -,2,         -,         -,         -,         -,         -,2,,,,,,152.21,                -  ,304.42,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,65,               -,               -,               -,               -,               -,               -,130,               -,               -,               -,               -,               -,7:00,7:00,,7:00,9:10,,11:34,11:34,,11:20,11:20,,14:50,14:50,,7:00,7:00,,7:00,7:00,,,,               -  ,- ,,,,,,,,,,,,,,,,
,VFM8000,CVP-905B,J,VFG9690,VAH2220,NL4MAW2 KEYBOARD AI_EB_ESC_88,VGN1320,5,         -,2,3,         -,         -,         -,         -,5,,,,,,152.21,                -  ,304.42,456.64,                -  ,                -  ,                -  ,                -  ,,               -,65,65,               -,               -,               -,               -,               -,130,195,               -,               -,               -,               -,7:00,7:00,,9:10,11:20,,11:34,14:50,,11:20,11:20,,14:50,14:50,,7:00,7:00,,7:00,7:00,,,,               -  ,- ,,,,,,,,,,,,,,,,
,VFM8220,CVP-909B,J,VFG9670,WR58041,NL4MAW2 KEYBOARD AI_EB_ESC_88_CW,VGN1310,6,         -,         -,         -,         -,         -,5,         -,5,,,,,,158.41,                -  ,                -  ,                -  ,                -  ,                -  ,792.06,                -  ,,               -,               -,               -,               -,               -,94,               -,               -,               -,               -,               -,               -,470,               -,7:00,7:00,,11:20,11:20,,14:50,14:50,,11:20,11:20,,14:50,14:50,,7:00,14:50,,7:00,7:00,,,,               -  ,- ,,,,,,,,,,,,,,,,
,ZM35750,CVP-701B,E,WV91250,WY67800,GH3 GKS KEYBOARD AI ONLY W KEY_ESC,ZH19730,7,,1,,4,,,,5,,,,,,122.79,                -  ,122.79,                -  ,491.14,                -  ,                -  ,                -  ,,               -,52.5,               -,52.5,               -,               -,               -,               -,52,               -,210,               -,               -,               -,7:00,7:00,,11:20,12:12,,14:50,14:50,,11:20,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,52.46,               -  ,0.00%,,,,,,,,,,,,,,,,
,ZM35740,CVP-701B,U,WV91250,WY67800,GH3 GKS KEYBOARD AI ONLY W KEY_ESC,ZH19730,8,,3,,         -,,,,3,,,,,,122.79,                -  ,368.36,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,52.5,               -,               -,               -,               -,               -,               -,157,               -,               -,               -,               -,               -,7:00,7:00,,12:12,14:49,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,52.46,               -  ,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,14:49,14:49,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L10 ,,,,,,,,,              -,8,8,8,8,5,              -,37,,470,,,2,,                    -  ,"1,100","1,100","1,100",982,792,                    -  , Jumlah Orang OK ,,,,,,,,                  -,470,470,470,470,470,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,"1,100","1,100","1,100","1,100","1,100",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,118,308,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA1-L11A,,,,,,,,,,,,,,,,,S1/N,470,138.70%,1,10.8,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , Capacity OK ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,4.7,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
,VCG3880,DGX-670B,U,0,0,GHL KEYBOARD TEXTURE A88 K6 200SP,VDF6610,1,         -,100,100,50,         -,         -,         -,250,,,,,,70.57,                -  ,"7,057","7,057","3,528",                -  ,                -  ,                -  ,,               -,4.7,4.7,4.7,               -,               -,               -,               -,470,470,235,               -,               -,               -,7:00,7:00,,7:00,14:50,,7:00,14:50,,7:00,10:55,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,4.7,9.16,194.90%,,,,,,,,,,,,,,,,
,VCP2520,DGX-670B,Y2,0,0,GHL KEYBOARD TEXTURE A88 K6 200SP,VDF6610,2,         -,         -,         -,         -,         -,17,         -,17,,,,,,70.57,                -  ,                -  ,                -  ,                -  ,                -  ,"1,200",                -  ,,               -,               -,               -,               -,               -,6.2,               -,               -,               -,               -,               -,               -,105,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,10:55,10:55,,7:00,7:00,,7:00,8:45,,7:00,7:00,,,6.18,9.16,148.10%,,,,,,,,,,,,,,,,
,VCG3900,DGX-670B,CHN,0,0,GHL KEYBOARD TEXTURE A88 K6 200SP,VDF6610,3,         -,         -,         -,50,         -,         -,         -,50,,,,,,70.57,                -  ,                -  ,                -  ,"3,528",                -  ,                -  ,                -  ,,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,235,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,10:55,14:50,,7:00,7:00,,8:45,8:45,,7:00,7:00,,,4.7,9.16,194.90%,,,,,,,,,,,,,,,,
,VCG3890,DGX-670B,CAN,0,0,GHL KEYBOARD TEXTURE A88 K6 200SP,VDF6610,4,         -,         -,         -,         -,80,59,         -,139,,,,,,70.57,                -  ,                -  ,                -  ,                -  ,"5,645","4,163",                -  ,,               -,               -,               -,               -,4.7,6.2,               -,               -,               -,               -,               -,376,365,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,13:16,,8:45,14:50,,7:00,7:00,,,6.18,9.16,148.10%,,,,,,,,,,,,,,,,
,VCP2530,DGX-670WH,Y2,0,0,GHL KEYBOARD TEXTURE A88 K6 200SP,VDF6610,5,         -,         -,         -,         -,8,         -,         -,8,,,,,,70.57,                -  ,                -  ,                -  ,                -  ,565,                -  ,                -  ,,               -,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,38,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,14:50,14:50,,13:16,13:53,,14:50,14:50,,7:00,7:00,,,4.7,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG4000,DGX-670WH,CAN,0,0,GHL KEYBOARD TEXTURE A88 K6 200SP,VDF6610,6,         -,         -,         -,         -,12,         -,         -,12,,,,,,70.57,                -  ,                -  ,                -  ,                -  ,847,                -  ,                -  ,,               -,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,56,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,14:50,14:50,,13:53,14:50,,14:50,14:50,,7:00,7:00,,,4.7,               -  ,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L11A ,,,,,,,,,              -,100,100,100,100,76,              -,476,,470,,,11,,                    -  ,"7,057","7,057","7,057","7,057","5,363",                    -  , Jumlah Orang OK ,,,,,,,,                  -,470,470,470,470,470,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,"7,057","7,057","7,057","7,057","7,057",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,               -  ,"1,694",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA1-L11B,,,,,,,,,,,,,,,,                 -,LS1,635,111.80%,1,11,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , OVER Capacity ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7.9,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
,VCG3520,P-S500WH,E,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,1,         -,         -,         -,         -,         -,18,         -,18,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,"1,618",                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,152,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,9:32,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG3550,P-S500WH,Y,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,2,         -,         -,         -,         -,         -,5,         -,5,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,450,                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,42,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,9:32,10:14,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,VCG3560,P-S500WH,A,0,0,(GHL KEYBOARD TEXTURE A88 K6 200SP),VDF6610,3,         -,         -,         -,         -,         -,1,         -,1,,,,,,89.91,                -  ,                -  ,                -  ,                -  ,                -  ,90,                -  ,,               -,               -,               -,               -,               -,8.5,               -,               -,               -,               -,               -,               -,8,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,10:14,10:23,,7:00,7:00,,,8.47,               -  ,0.00%,,,,,,,,,,,,,,,,
,VFS3390,P-525B,E,0,0,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,4,         -,50,22,80,42,         -,         -,194,,,,,,97.25,                -  ,"4,862","2,139","7,780","4,084",                -  ,                -  ,,               -,7.9,7.9,7.9,7.9,               -,               -,               -,397,175,635,333,               -,               -,7:00,7:00,,7:00,13:36,,7:00,9:54,,7:00,17:35,,7:00,12:33,,10:23,10:23,,7:00,7:00,,,7.94,               -  ,0.00%,,,,,,,,,,,,,,,,
,VFS3410,P-525B,U,0,0,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,5,         -,30,58,         -,         -,         -,         -,88,,,,,,97.25,                -  ,"2,917","5,640",                -  ,                -  ,                -  ,                -  ,,               -,7.9,7.9,               -,               -,               -,               -,               -,238,460,               -,               -,               -,               -,7:00,7:00,,13:36,17:35,,9:54,17:35,,17:35,17:35,,12:33,12:33,,10:23,10:23,,7:00,7:00,,,7.94,               -  ,0.00%,,,,,,,,,,,,,,,,
