 SCHEDULE FA1 (REVISI 0) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LINE , PART NO , MODEL , SPEC , PEDAL , SCREW SET , KEYBOARD , NO PART KEYBOARD , NO. URUT ,SCHEDULE (REVISI 0),,,,,,,TOTAL,GROUP KERJA, Wkt kerja ,Target Eff Direct,Jmlh Group, Jml Opr Direct , ST ,"Beban
(ST x Sch)",,,,,,,Judgment Capacity,"TAKT TIME PER MODEL
(BEBAN/TOTAL BEBAN) * WAKTU KERJA/SCH",,,,,,,"LAMA PENGERJAAN
(Takt Time x Sch)",,,,,,, WAKTU PENGERJAAN (berdasarkan Takt Time Per Model) ,,,,,,,,,,,,,,,,,,,,,Takt Time ALL Model, Takt Time Per Model , Pitch Time  ,Pitch : Takt,,,,,,,,,,,,,,,,
,,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,Sun,,Istirahat,Mon,,Istirahat,Tue,,Istirahat,Wed,,Istirahat,Thu,,Istirahat,Fri,,Istirahat,Sat,,Istirahat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,,,,,,Note:,,,,,,,,,,,,,,
,VGF3870,CLP-835WH,E,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,17,,2,3,1,6,,,12,,,,,,109.12,                -  ,218,327,109,655,                -  ,                -  ,,               -,7.1,7.1,7.1,7.1,               -,               -,               -,14,21,7,42,               -,               -,21:40,21:40,,6:45,7:00,,7:00,7:21,,6:52,7:00,,7:00,7:42,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3890,CLP-835WH,U,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,18,,,         -,,8,,,8,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,873,                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,57,               -,               -,21:40,21:40,,7:00,7:00,,7:21,7:21,,7:00,7:00,,7:42,8:38,,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3960,CLP-835WH,Y2,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,19,,,         -,,5,,,5,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,546,                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,35,               -,               -,21:40,21:40,,7:00,7:00,,7:21,7:21,,7:00,7:00,,8:38,9:14,,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3930,CLP-835WH,K,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,20,,,15,,         -,,,15,,,,,,109.12,                -  ,                -  ,"1,637",                -  ,                -  ,                -  ,                -  ,,               -,               -,7.1,               -,               -,               -,               -,               -,               -,106,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,7:21,9:07,,7:00,7:00,,9:14,9:14,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF4010,CLP-835WB,J,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,21,,,19,,18,,,37,,,,,,109.12,                -  ,                -  ,"2,073",                -  ,"1,964",                -  ,                -  ,,               -,               -,7.1,               -,7.1,               -,               -,               -,               -,135,               -,127,               -,               -,21:40,21:40,,7:00,7:00,,9:07,11:37,15,7:00,7:00,,9:14,11:36,15,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF4070,CLP-835WB,Y2,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,22,,,         -,,4,,,4,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,436,                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,28,               -,               -,21:40,21:40,,7:00,7:00,,11:37,11:37,,7:00,7:00,,11:36,12:49,45,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3780,CLP-835B,U,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,23,,,         -,,15,,,15,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,"1,637",                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,106,               -,               -,21:40,21:40,,7:00,7:00,,11:37,11:37,,7:00,7:00,,12:49,14:35,,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3850,CLP-835B,Y2,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,24,,,         -,,12,,,12,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,"1,309",                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,85,               -,               -,21:40,21:40,,7:00,7:00,,11:37,11:37,,7:00,7:00,,14:35,16:00,,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3680,CLP-835R,J,VFG9700,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,25,,,9,,         -,,,9,,,,,,109.12,                -  ,                -  ,982,                -  ,                -  ,                -  ,                -  ,,               -,               -,7.1,               -,               -,               -,               -,               -,               -,64,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,11:37,13:26,45,7:00,7:00,,16:00,16:00,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3740,CLP-835R,Y2,VFG9700,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,26,,,21,,         -,,,21,,,,,,109.12,                -  ,                -  ,"2,292",                -  ,                -  ,                -  ,                -  ,,               -,               -,7.1,               -,               -,               -,               -,               -,               -,149,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,13:26,15:55,,7:00,7:00,,16:00,16:00,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3680,CLP-835R,J,VFG9700,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,27,,,30,,,,,30,,,,,,109.12,                -  ,                -  ,"3,274",                -  ,                -  ,                -  ,                -  ,,               -,               -,7.1,               -,               -,               -,               -,               -,               -,213,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,15:55,3:48,500,7:00,7:00,,16:00,16:00,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF4010,CLP-835WB,J,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,28,,,19,,,,,19,,,,,,109.12,                -  ,                -  ,"2,073",                -  ,                -  ,                -  ,                -  ,,               -,               -,7.1,               -,               -,               -,               -,               -,               -,135,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,3:48,6:03,,7:00,7:00,,16:00,16:00,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3930,CLP-835WH,K,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,29,,,8,,,,,8,,,,,,109.12,                -  ,                -  ,873,                -  ,                -  ,                -  ,                -  ,,               -,               -,7.1,               -,               -,               -,               -,               -,               -,57,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,6:03,6:59,,7:00,7:00,,16:00,16:00,,7:00,7:00,,7:00,7:00,,,7.1,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3780,CLP-835B,U,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,30,,,,,8,,,8,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,873,                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,57,               -,               -,21:40,21:40,,7:00,7:00,,6:59,6:59,,7:00,7:00,,16:00,0:26,450,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3810,CLP-835B,A,VFG9690,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,31,,,,,25,,,25,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,"2,728",                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,177,               -,               -,21:40,21:40,,7:00,7:00,,6:59,6:59,,7:00,7:00,,0:26,3:53,30,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3740,CLP-835R,Y2,VFG9700,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,32,,,,,5,,,5,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,546,                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,35,               -,               -,21:40,21:40,,7:00,7:00,,6:59,6:59,,7:00,7:00,,3:53,4:48,20,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3670,CLP-835R,U,VFG9700,ZH88230,NL4SAP2 KEYBOARD AI_EB_ESC_88,VGN1300,33,,,,,13,,,13,,,,,,109.12,                -  ,                -  ,                -  ,                -  ,"1,419",                -  ,                -  ,,               -,               -,               -,               -,7.1,               -,               -,               -,               -,               -,               -,92,               -,               -,21:40,21:40,,7:00,7:00,,6:59,6:59,,7:00,7:00,,4:48,6:20,,7:00,7:00,,7:00,7:00,,,7.06,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3140,CLP-845R,Y2,VFG9700,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,34,,,,,5,,,5,,,,,,121.76,                -  ,                -  ,                -  ,                -  ,609,                -  ,                -  ,,               -,               -,               -,               -,7.9,               -,               -,               -,               -,               -,               -,39,               -,               -,21:40,21:40,,7:00,7:00,,6:59,6:59,,7:00,7:00,,6:20,7:00,,7:00,7:00,,7:00,7:00,,,7.88,               -  ,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,21:40,21:40,,7:00,7:00,,6:59,6:59,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L02 ,,,,,,,,,58,113,124,113,124,64,              -,596,,0,,,              -  ,,"6,329","13,594","13,531","13,594","13,594","7,792",                    -  , - ,,,,,,,,880,880,880,880,880,880,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"-6,329","-13,594","-13,531","-13,594","-13,594","-7,792",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FA1-L03 ,,,,,,,,,,,,,,,,                 -,S1/N,470,100.00%,1,10.7,,               -,               -,               -,               -,               -,               -,               -, OVER Capacity ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,11.2,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
,VGF3330,CLP-845WH,K,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,1,,,30,,,,,30,,,,,,121.76,                -  ,                -  ,"3,653",                -  ,                -  ,                -  ,                -  ,,               -,               -,11.2,               -,               -,               -,               -,               -,               -,336,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,12:35,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,11.19,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGM4420,SCLP-8450EM,J,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,2,,20,,,,,,20,,,,,,120.97,                -  ,"2,419",                -  ,                -  ,                -  ,                -  ,                -  ,,               -,11.2,               -,               -,               -,               -,               -,               -,223,               -,               -,               -,               -,               -,7:00,7:00,,7:00,10:43,,12:35,12:35,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,11.15,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEF7980,CSP-275B,U,VCS0320,ZW26700,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,3,         -,         -,         -,         -,12,         -,         -,12,,,,,,130.91,               -,               -,               -,               -,"1,571",               -,               -,,               -,               -,               -,               -,12.1,               -,               -,               -,               -,               -,               -,145,               -,               -,7:00,7:00,,10:43,10:43,,12:35,12:35,,7:00,7:00,,7:00,9:24,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VEF8000,CSP-275B,Y2,VCS0320,ZW26700,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,4,         -,         -,         -,         -,1,         -,         -,1,,,,,,130.91,               -,               -,               -,               -,131,               -,               -,,               -,               -,               -,               -,12.1,               -,               -,               -,               -,               -,               -,12,               -,               -,7:00,7:00,,10:43,10:43,,12:35,12:35,,7:00,7:00,,9:24,9:36,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VEF8070,CSP-275WH,E,VCS0320,ZW76540,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,5,         -,         -,         -,         -,2,         -,         -,2,,,,,,130.78,               -,               -,               -,               -,262,               -,               -,,               -,               -,               -,               -,12.1,               -,               -,               -,               -,               -,               -,24,               -,               -,7:00,7:00,,10:43,10:43,,12:35,12:35,,7:00,7:00,,9:36,10:01,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VEF8150,CSP-275WH,J,VCS0320,ZW76540,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,6,         -,         -,         -,         -,4,         -,         -,4,,,,,,130.78,               -,               -,               -,               -,523,               -,               -,,               -,               -,               -,               -,12.1,               -,               -,               -,               -,               -,               -,48,               -,               -,7:00,7:00,,10:43,10:43,,12:35,12:35,,7:00,7:00,,10:01,10:49,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VEF8090,CSP-275WH,U,VCS0320,ZW76540,NL4SW2 KEYBOARD AI_EB_ESC_88,VCN9650,7,         -,         -,         -,         -,6,         -,         -,6,,,,,,130.78,               -,               -,               -,               -,785,               -,               -,,               -,               -,               -,               -,12.1,               -,               -,               -,               -,               -,               -,72,               -,               -,7:00,7:00,,10:43,10:43,,12:35,12:35,,7:00,7:00,,10:49,12:01,,7:00,7:00,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
,VGF3160,CLP-845B,E,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,8,,,12,,,,,12,,,,,,121.76,                -  ,                -  ,"1,461",                -  ,                -  ,                -  ,                -  ,,               -,               -,11.2,               -,               -,               -,               -,               -,               -,134,               -,               -,               -,               -,7:00,7:00,,10:43,10:43,,12:35,14:50,,7:00,7:00,,12:01,12:01,,7:00,7:00,,7:00,7:00,,,11.19,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3390,CLP-845WB,B,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,9,         -,         -,         -,         -,         -,3,         -,3,,,,,,121.76,               -,               -,               -,               -,               -,365,               -,,               -,               -,               -,               -,               -,36.2,               -,               -,               -,               -,               -,               -,108,               -,7:00,7:00,,10:43,10:43,,14:50,14:50,,7:00,7:00,,12:01,12:01,,7:00,8:48,,7:00,7:00,,,36.15,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3410,CLP-845WB,J,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,10,         -,         -,         -,         -,,10,         -,10,,,,,,121.76,               -,               -,               -,               -,               -,"1,218",               -,,               -,               -,               -,               -,               -,36.2,               -,               -,               -,               -,               -,               -,362,               -,7:00,7:00,,10:43,10:43,,14:50,14:50,,7:00,7:00,,12:01,12:01,,8:48,14:50,,7:00,7:00,,,36.15,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3270,CLP-845WH,E,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,11,         -,22,         -,18,         -,         -,         -,40,,,,,,121.76,               -,"2,679",               -,"2,192",               -,               -,               -,,               -,11.2,               -,11.4,               -,               -,               -,               -,247,               -,205,               -,               -,               -,7:00,7:00,,10:43,14:50,,14:50,14:50,,7:00,10:24,,12:01,12:01,,14:50,14:50,,7:00,7:00,,,11.37,               -  ,0.00%,,,,,,,,,,,,,,,,
,VGF3360,CLP-845WH,Y2,VFG9690,ZH88230,NL4SAW2 KEYBOARD AI_EB_ESC_88,VGN1290,12,         -,         -,         -,         -,15,         -,         -,15,,,,,,121.76,               -,               -,               -,               -,"1,826",               -,               -,,               -,               -,               -,               -,11.2,               -,               -,               -,               -,               -,               -,168,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,10:24,10:24,,12:01,14:50,,14:50,14:50,,7:00,7:00,,,11.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEF5190,CSP-255WH,E,VCS0320,ZW76540,NL4SP2 KEYBOARD AI_EB_ESC_88,VCN9660,13,,,,9,,,,9,,,,,,118.4,               -,               -,               -,"1,066",               -,               -,               -,,               -,               -,               -,11.1,               -,               -,               -,               -,               -,               -,99,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,10:24,12:04,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,11.05,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEF5270,CSP-255WH,J,VCS0320,ZW76540,NL4SP2 KEYBOARD AI_EB_ESC_88,VCN9660,14,,,,5,,,,5,,,,,,118.4,               -,               -,               -,592,               -,               -,               -,,               -,               -,               -,11.1,               -,               -,               -,               -,               -,               -,55,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,12:04,12:59,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,11.05,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEF5080,CSP-255B,E,VCS0320,ZW26700,NL4SP2 KEYBOARD AI_EB_ESC_88,VCN9660,15,,,,10,,,,10,,,,,,118.58,               -,               -,               -,"1,186",               -,               -,               -,,               -,               -,               -,11.1,               -,               -,               -,               -,               -,               -,111,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,12:59,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,11.07,               -  ,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,               -,               -,               -,               -,               -,               -,               -,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,14:50,14:50,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L03 ,,,,,,,,,              -,42,42,42,40,13,              -,179,,470,,,11,,                    -  ,"5,098","5,114","5,035","5,097","1,583",                    -  , Jumlah Orang OK ,,,,,,,,                  -,470,470,470,470,470,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,0,,               -  ,"5,035","5,035","5,035","5,035","5,035",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,0,,               -  ,-63,-79,               -  ,-62,"3,452",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FA1-L04 ,,,,,,,,,,,,,,,,                 -,S1/N,470,101.50%,1,14,,               -,               -,               -,               -,               -,               -,               -, Capacity OK ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,9.4,               -  ,#N/A,- ,,,,,,,,,,,,,,,,
,VGF1990,CLP-885B,E,VFD5260,VGJ0480,NL4MAW2 KEYBOARD AI_EB_ESC_88_CW,VGN1310,1,         -,11,,14,,10,         -,35,,,,,,146.86,               -,"1,615",               -,"2,056",               -,"1,469",               -,,               -,10.3,               -,10.3,               -,13.4,               -,               -,114,               -,145,               -,134,               -,7:00,7:00,,7:00,8:53,,7:00,7:00,,7:00,9:24,,7:00,7:00,,7:00,9:14,,7:00,7:00,,,13.45,1.3,9.70%,,,,,,,,,,,,,,,,
